ID,Season,Team1Seed,Team2Seed,SeedDiff,IDTeams_c_score,NumOTsum_c_score,NumOTmean_c_score,NumOTmedian_c_score,NumOTmax_c_score,NumOTmin_c_score,NumOTstd_c_score,NumOTskew_c_score,NumOTnunique_c_score,WFGMsum_c_score,WFGMmean_c_score,WFGMmedian_c_score,WFGMmax_c_score,WFGMmin_c_score,WFGMstd_c_score,WFGMskew_c_score,WFGMnunique_c_score,WFGAsum_c_score,WFGAmean_c_score,WFGAmedian_c_score,WFGAmax_c_score,WFGAmin_c_score,WFGAstd_c_score,WFGAskew_c_score,WFGAnunique_c_score,WFGM3sum_c_score,WFGM3mean_c_score,WFGM3median_c_score,WFGM3max_c_score,WFGM3min_c_score,WFGM3std_c_score,WFGM3skew_c_score,WFGM3nunique_c_score,WFGA3sum_c_score,WFGA3mean_c_score,WFGA3median_c_score,WFGA3max_c_score,WFGA3min_c_score,WFGA3std_c_score,WFGA3skew_c_score,WFGA3nunique_c_score,WFTMsum_c_score,WFTMmean_c_score,WFTMmedian_c_score,WFTMmax_c_score,WFTMmin_c_score,WFTMstd_c_score,WFTMskew_c_score,WFTMnunique_c_score,WFTAsum_c_score,WFTAmean_c_score,WFTAmedian_c_score,WFTAmax_c_score,WFTAmin_c_score,WFTAstd_c_score,WFTAskew_c_score,WFTAnunique_c_score,WORsum_c_score,WORmean_c_score,WORmedian_c_score,WORmax_c_score,WORmin_c_score,WORstd_c_score,WORskew_c_score,WORnunique_c_score,WDRsum_c_score,WDRmean_c_score,WDRmedian_c_score,WDRmax_c_score,WDRmin_c_score,WDRstd_c_score,WDRskew_c_score,WDRnunique_c_score,WAstsum_c_score,WAstmean_c_score,WAstmedian_c_score,WAstmax_c_score,WAstmin_c_score,WAststd_c_score,WAstskew_c_score,WAstnunique_c_score,WTOsum_c_score,WTOmean_c_score,WTOmedian_c_score,WTOmax_c_score,WTOmin_c_score,WTOstd_c_score,WTOskew_c_score,WTOnunique_c_score,WStlsum_c_score,WStlmean_c_score,WStlmedian_c_score,WStlmax_c_score,WStlmin_c_score,WStlstd_c_score,WStlskew_c_score,WStlnunique_c_score,WBlksum_c_score,WBlkmean_c_score,WBlkmedian_c_score,WBlkmax_c_score,WBlkmin_c_score,WBlkstd_c_score,WBlkskew_c_score,WBlknunique_c_score,WPFsum_c_score,WPFmean_c_score,WPFmedian_c_score,WPFmax_c_score,WPFmin_c_score,WPFstd_c_score,WPFskew_c_score,WPFnunique_c_score,LFGMsum_c_score,LFGMmean_c_score,LFGMmedian_c_score,LFGMmax_c_score,LFGMmin_c_score,LFGMstd_c_score,LFGMskew_c_score,LFGMnunique_c_score,LFGAsum_c_score,LFGAmean_c_score,LFGAmedian_c_score,LFGAmax_c_score,LFGAmin_c_score,LFGAstd_c_score,LFGAskew_c_score,LFGAnunique_c_score,LFGM3sum_c_score,LFGM3mean_c_score,LFGM3median_c_score,LFGM3max_c_score,LFGM3min_c_score,LFGM3std_c_score,LFGM3skew_c_score,LFGM3nunique_c_score,LFGA3sum_c_score,LFGA3mean_c_score,LFGA3median_c_score,LFGA3max_c_score,LFGA3min_c_score,LFGA3std_c_score,LFGA3skew_c_score,LFGA3nunique_c_score,LFTMsum_c_score,LFTMmean_c_score,LFTMmedian_c_score,LFTMmax_c_score,LFTMmin_c_score,LFTMstd_c_score,LFTMskew_c_score,LFTMnunique_c_score,LFTAsum_c_score,LFTAmean_c_score,LFTAmedian_c_score,LFTAmax_c_score,LFTAmin_c_score,LFTAstd_c_score,LFTAskew_c_score,LFTAnunique_c_score,LORsum_c_score,LORmean_c_score,LORmedian_c_score,LORmax_c_score,LORmin_c_score,LORstd_c_score,LORskew_c_score,LORnunique_c_score,LDRsum_c_score,LDRmean_c_score,LDRmedian_c_score,LDRmax_c_score,LDRmin_c_score,LDRstd_c_score,LDRskew_c_score,LDRnunique_c_score,LAstsum_c_score,LAstmean_c_score,LAstmedian_c_score,LAstmax_c_score,LAstmin_c_score,LAststd_c_score,LAstskew_c_score,LAstnunique_c_score,LTOsum_c_score,LTOmean_c_score,LTOmedian_c_score,LTOmax_c_score,LTOmin_c_score,LTOstd_c_score,LTOskew_c_score,LTOnunique_c_score,LStlsum_c_score,LStlmean_c_score,LStlmedian_c_score,LStlmax_c_score,LStlmin_c_score,LStlstd_c_score,LStlskew_c_score,LStlnunique_c_score,LBlksum_c_score,LBlkmean_c_score,LBlkmedian_c_score,LBlkmax_c_score,LBlkmin_c_score,LBlkstd_c_score,LBlkskew_c_score,LBlknunique_c_score,LPFsum_c_score,LPFmean_c_score,LPFmedian_c_score,LPFmax_c_score,LPFmin_c_score,LPFstd_c_score,LPFskew_c_score,LPFnunique_c_score,Pred
2011_1257_1287,2011,4.0,13.0,-9.0,1257_1287,0,0.0,0.0,0,0,0.0,0.0,1,138,27.6,29.0,36,21,5.8991524815010505,0.4330448668957606,4,289,57.8,57.0,68,50,7.362064927722384,0.48568517006597284,5,54,10.8,10.0,14,8,2.588435821108957,0.3632690058584622,5,124,24.8,24.0,30,19,4.08656334834051,-0.2740103073396959,4,62,12.4,13.0,18,6,4.39317652729776,-0.417510400457303,5,89,17.8,18.0,22,11,4.147288270665544,-1.3415883163287343,4,62,12.4,12.0,17,8,3.2093613071762426,0.15428167279289995,4,122,24.4,24.0,30,20,4.159326868617084,0.39746315761451817,5,88,17.6,19.0,21,11,3.9749213828703587,-1.5381245216522872,5,74,14.8,15.0,19,9,4.024922359499621,-0.6011924877777223,5,54,10.8,10.0,18,5,4.764451699828638,0.6684970752345478,5,23,4.6,4.0,10,1,3.361547262794322,1.1688675578985663,5,67,13.4,13.0,17,10,3.0495901363953815,0.16219348626914912,5,91,18.2,18.0,22,15,2.863564212655271,0.30662793472810873,5,250,50.0,50.0,62,38,8.602325267042627,0.0,5,23,4.6,4.0,10,0,3.714835124201342,0.4759608119644656,5,80,16.0,16.0,25,9,6.4031242374328485,0.45709393723494457,5,40,8.0,10.0,11,2,3.6742346141747673,-1.4616296819076577,4,65,13.0,16.0,17,2,6.244997998398399,-2.073454299271,4,49,9.8,11.0,14,5,4.08656334834051,-0.3472750953984378,5,104,20.8,22.0,24,14,3.96232255123179,-1.803613088759005,5,52,10.4,12.0,14,6,3.646916505762094,-0.4824345425678844,5,105,21.0,20.0,30,16,5.5677643628300215,1.3035868695491728,5,33,6.6,5.0,14,4,4.159326868617084,2.1735397849968665,3,12,2.4,1.0,7,1,2.6076809620810595,2.0922353739880473,3,83,16.6,18.0,20,10,3.974921382870358,-1.5381245216522874,5,0.0
2011_1338_1421,2011,1.0,16.0,-15.0,1338_1421,0,0.0,0.0,0,0,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,59,59.0,59.0,59,59,-1.0,-1.0,1,8,8.0,8.0,8,8,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,28,28.0,28.0,28,28,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,55,55.0,55.0,55,55,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,1.0
2011_1350_1435,2011,12.0,5.0,7.0,1350_1435,1,0.3333333333333333,0.0,1,0,0.5773502691896258,1.732050807568878,2,88,29.333333333333332,30.0,32,26,3.055050463303893,-0.9352195295828207,3,177,59.0,56.0,70,51,9.848857801796104,1.243537365132721,3,27,9.0,9.0,12,6,3.0,0.0,3,67,22.333333333333332,24.0,28,15,6.658328118479393,-1.0558318939643094,3,37,12.333333333333334,12.0,20,5,7.505553499465135,0.1994578308215408,3,51,17.0,16.0,23,12,5.5677643628300215,0.7821521217295038,3,20,6.666666666666667,9.0,10,1,4.932882862316247,-1.6523167403329906,3,64,21.333333333333332,23.0,24,17,3.785938897200182,-1.5970969928697336,3,44,14.666666666666666,14.0,16,14,1.1547005383792515,1.7320508075688823,2,24,8.0,10.0,11,3,4.358898943540674,-1.6300591617118865,3,23,7.666666666666667,8.0,11,4,3.5118845842842465,-0.42327316026800715,3,13,4.333333333333333,3.0,9,1,4.163331998932265,1.293342780733397,3,33,11.0,15.0,18,0,9.643650760992955,-1.545392525695021,3,80,26.666666666666668,24.0,33,23,5.507570547286102,1.6680336834432468,3,172,57.333333333333336,60.0,66,46,10.26320287889377,-1.0902905798280054,3,27,9.0,6.0,15,6,5.196152422706632,1.7320508075688774,2,70,23.333333333333332,22.0,35,13,11.060440015358038,0.5345905344904258,3,38,12.666666666666666,13.0,14,11,1.5275252316519468,-0.9352195295828207,3,53,17.666666666666668,16.0,23,14,4.725815626252608,1.38963613870649,3,32,10.666666666666666,11.0,11,10,0.5773502691896258,-1.732050807568868,2,77,25.666666666666668,25.0,31,21,5.033222956847167,0.585582726281386,3,37,12.333333333333334,12.0,15,10,2.5166114784235836,0.585582726281386,3,40,13.333333333333334,14.0,19,7,6.027713773341708,-0.4916130499426079,3,12,4.0,4.0,7,1,3.0,0.0,3,8,2.6666666666666665,2.0,5,1,2.0816659994661326,1.293342780733397,3,35,11.666666666666666,14.0,21,0,10.692676621563626,-0.9352195295828237,3,1.0
2011_1294_1361,2011,15.0,2.0,13.0,1294_1361,0,0.0,0.0,0,0,0.0,0.0,1,74,24.666666666666668,24.0,27,23,2.081665999466132,1.2933427807333908,3,167,55.666666666666664,53.0,66,48,9.29157324317757,1.1851150201789988,3,20,6.666666666666667,8.0,9,3,3.214550253664318,-1.5453925256950225,3,53,17.666666666666668,18.0,22,13,4.509249752822893,-0.3308318147059011,3,35,11.666666666666666,13.0,17,5,6.110100926607786,-0.9352195295828237,3,46,15.333333333333334,19.0,19,8,6.3508529610858835,-1.7320508075688785,2,38,12.666666666666666,14.0,15,9,3.2145502536643185,-1.5453925256950198,3,70,23.333333333333332,22.0,30,18,6.110100926607787,0.9352195295828264,3,35,11.666666666666666,11.0,14,10,2.0816659994661326,1.293342780733399,3,35,11.666666666666666,9.0,22,4,9.291573243177568,1.1851150201789966,3,19,6.333333333333333,6.0,8,5,1.5275252316519465,0.9352195295828262,3,9,3.0,2.0,5,2,1.7320508075688772,1.7320508075688774,2,44,14.666666666666666,16.0,20,8,6.110100926607786,-0.9352195295828237,3,57,19.0,19.0,20,18,1.0,0.0,3,151,50.333333333333336,48.0,56,47,4.932882862316246,1.6523167403329855,3,24,8.0,8.0,9,7,1.0,0.0,3,56,18.666666666666668,21.0,22,13,4.932882862316247,-1.6523167403329917,3,30,10.0,11.0,15,4,5.5677643628300215,-0.7821521217295038,3,49,16.333333333333332,17.0,24,8,8.020806277010642,-0.37144328244632924,3,30,10.0,9.0,14,7,3.605551275463989,1.1520696383139377,3,59,19.666666666666668,22.0,24,13,5.859465277082315,-1.5078084839697175,3,35,11.666666666666666,12.0,15,8,3.511884584284246,-0.42327316026800493,3,44,14.666666666666666,17.0,18,9,4.932882862316247,-1.652316740332989,3,13,4.333333333333333,4.0,7,2,2.516611478423583,0.5855827262813887,3,3,1.0,1.0,2,0,1.0,0.0,3,50,16.666666666666668,20.0,23,7,8.504900548115383,-1.4927690762210646,3,0.0
2011_1336_1396,2011,10.0,7.0,3.0,1336_1396,0,0.0,0.0,0,0,0.0,0.0,1,110,22.0,24.0,24,18,2.8284271247461903,-0.8838834764831843,3,267,53.4,52.0,60,48,5.366563145999495,0.3759130483007472,5,27,5.4,5.0,9,3,2.3021728866442674,1.0326585393989947,5,92,18.4,18.0,25,12,4.722287581247038,0.10540608528593533,5,61,12.2,13.0,21,6,5.805170109479997,0.7882056114624734,4,81,16.2,15.0,28,9,7.726577508832744,0.949972156811559,5,57,11.4,10.0,17,8,3.9749213828703582,0.7419938168633176,4,110,22.0,21.0,30,18,4.636809247747852,1.8306494055467453,4,60,12.0,11.0,15,10,2.0,0.9375,4,44,8.8,9.0,10,6,1.6431676725154984,-1.735581766580158,3,38,7.6,6.0,13,5,3.4351128074635335,1.243390444528599,4,27,5.4,5.0,10,2,2.9664793948382653,0.8848873194830045,5,68,13.6,12.0,21,10,4.277849927241487,1.8637113810043093,4,105,21.0,22.0,26,15,4.472135954999579,-0.4192627457812106,5,251,50.2,52.0,54,43,4.43846820423443,-1.3929898406961136,5,40,8.0,8.0,11,5,2.5495097567963922,0.0,5,105,21.0,19.0,29,16,4.949747468305833,1.2781521992293279,4,34,6.8,5.0,17,1,6.099180272790763,1.5395158900492931,5,53,10.6,7.0,28,3,9.964938534682489,1.9710598680232654,5,46,9.2,9.0,12,7,1.9235384061671343,0.5901286563843674,5,107,21.4,21.0,27,18,3.3615472627943217,1.463717031963072,4,63,12.6,12.0,18,7,4.159326868617084,-0.05003032753189671,5,65,13.0,14.0,19,7,4.949747468305833,-0.1236921483125156,5,22,4.4,4.0,7,2,1.816590212458495,0.2669003066972988,4,11,2.2,2.0,5,0,1.9235384061671346,0.5901286563843651,5,77,15.4,15.0,19,13,2.6076809620810595,0.5413870509510844,4,0.0
2011_1277_1417,2011,10.0,7.0,3.0,1277_1417,1,0.14285714285714285,0.0,1,0,0.37796447300922725,2.64575131106459,2,178,25.428571428571427,23.0,32,21,4.429339411136566,0.8084880450031161,6,385,55.0,58.0,67,42,8.698658900466592,-0.1914316053703568,6,51,7.285714285714286,8.0,13,3,3.3523268393901033,0.47096051040455,6,112,16.0,18.0,24,10,5.627314338711377,0.07070775025040112,6,127,18.142857142857142,16.0,30,10,6.2564252687023405,1.048382072171971,6,195,27.857142857142858,25.0,47,18,10.350983390135312,1.1206664683719825,6,84,12.0,11.0,22,8,4.69041575982343,2.0350977470308265,6,159,22.714285714285715,23.0,29,15,4.785891965429423,-0.5705438715051165,6,98,14.0,13.0,20,10,3.366501646120693,0.8072614673915709,6,85,12.142857142857142,12.0,18,6,4.180453381654971,-0.14039648988839473,6,33,4.714285714285714,6.0,7,1,2.627691364061218,-0.49289366000402535,5,33,4.714285714285714,4.0,9,1,2.870208222079931,0.5183809523749824,6,128,18.285714285714285,18.0,23,15,2.6903708365381975,0.7262743640706703,7,162,23.142857142857142,22.0,29,20,3.0237157840738176,1.3797179688559493,6,396,56.57142857142857,57.0,62,44,5.968169536721255,-1.894139465206251,6,44,6.285714285714286,6.0,10,2,3.1997023671109224,-0.06279653839790195,6,137,19.571428571428573,18.0,27,11,5.8837953413632285,-0.10239579956796983,7,102,14.571428571428571,16.0,20,10,3.598941643369749,-0.11277825348708381,4,131,18.714285714285715,18.0,28,13,5.122313465427046,0.9289983367424468,5,80,11.428571428571429,12.0,15,7,2.878491668515698,-0.36657129333891963,7,152,21.714285714285715,21.0,24,20,1.6035674514745462,0.9839173128183304,3,95,13.571428571428571,16.0,20,5,5.318431562567509,-0.7262716869034131,6,101,14.428571428571429,16.0,18,10,3.909694909544003,-0.2868498317771826,4,26,3.7142857142857144,3.0,9,1,2.690370836538197,1.43054041407859,6,35,5.0,6.0,8,2,2.6457513110645903,-0.07559289460184543,4,161,23.0,21.0,28,19,4.43471156521669,0.3049899306845376,4,0.0
2011_1155_1452,2011,12.0,5.0,7.0,1155_1452,0,0.0,0.0,0,0,0.0,-1.0,1,53,26.5,26.5,27,26,0.7071067811865476,-1.0,2,116,58.0,58.0,61,55,4.242640687119285,-1.0,2,10,5.0,5.0,5,5,0.0,-1.0,1,32,16.0,16.0,19,13,4.242640687119285,-1.0,2,34,17.0,17.0,25,9,11.313708498984761,-1.0,2,42,21.0,21.0,31,11,14.142135623730951,-1.0,2,27,13.5,13.5,14,13,0.7071067811865476,-1.0,2,40,20.0,20.0,23,17,4.242640687119285,-1.0,2,26,13.0,13.0,15,11,2.8284271247461903,-1.0,2,23,11.5,11.5,12,11,0.7071067811865476,-1.0,2,15,7.5,7.5,9,6,2.1213203435596424,-1.0,2,5,2.5,2.5,4,1,2.1213203435596424,-1.0,2,37,18.5,18.5,21,16,3.5355339059327378,-1.0,2,47,23.5,23.5,25,22,2.1213203435596424,-1.0,2,98,49.0,49.0,58,40,12.727922061357855,-1.0,2,10,5.0,5.0,5,5,0.0,-1.0,1,35,17.5,17.5,21,14,4.949747468305833,-1.0,2,31,15.5,15.5,21,10,7.7781745930520225,-1.0,2,44,22.0,22.0,26,18,5.656854249492381,-1.0,2,17,8.5,8.5,13,4,6.363961030678928,-1.0,2,39,19.5,19.5,21,18,2.1213203435596424,-1.0,2,27,13.5,13.5,15,12,2.1213203435596424,-1.0,2,27,13.5,13.5,18,9,6.363961030678928,-1.0,2,10,5.0,5.0,5,5,0.0,-1.0,1,4,2.0,2.0,3,1,1.4142135623730951,-1.0,2,39,19.5,19.5,24,15,6.363961030678928,-1.0,2,0.0
2011_1125_1458,2011,13.0,4.0,9.0,1125_1458,0,0.0,0.0,0,0,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,40,40.0,40.0,40,40,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,27,27.0,27.0,27,27,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,18,18.0,18.0,18,18,-1.0,-1.0,1,49,49.0,49.0,49,49,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,22,22.0,22.0,22,22,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,0,0.0,0.0,0,0,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,0.0
2011_1112_1272,2011,5.0,12.0,-7.0,1112_1272,0,0.0,0.0,0,0,0.0,0.0,1,78,26.0,26.0,29,23,3.0,0.0,3,169,56.333333333333336,58.0,61,50,5.686240703077328,-1.2056594965075247,3,12,4.0,4.0,5,3,1.0,0.0,3,40,13.333333333333334,11.0,19,10,4.932882862316247,1.652316740332989,3,64,21.333333333333332,24.0,26,14,6.429100507328637,-1.5453925256950198,3,83,27.666666666666668,30.0,31,22,4.932882862316247,-1.6523167403329917,3,36,12.0,13.0,15,8,3.605551275463989,-1.1520696383139377,3,66,22.0,21.0,24,21,1.7320508075688772,1.7320508075688774,2,39,13.0,14.0,14,11,1.7320508075688772,-1.7320508075688774,2,43,14.333333333333334,14.0,16,13,1.5275252316519468,0.9352195295828207,3,24,8.0,8.0,10,6,2.0,0.0,3,6,2.0,2.0,2,2,0.0,0.0,1,49,16.333333333333332,14.0,21,14,4.041451884327381,1.7320508075688799,2,79,26.333333333333332,26.0,28,25,1.5275252316519465,0.9352195295828315,3,172,57.333333333333336,54.0,65,53,6.658328118479393,1.6882017983707402,3,18,6.0,6.0,8,4,2.0,0.0,3,50,16.666666666666668,15.0,24,11,6.658328118479393,1.0558318939643094,3,33,11.0,9.0,17,7,5.291502622129181,1.457862967321305,3,48,16.0,14.0,24,10,7.211102550927978,1.1520696383139377,3,32,10.666666666666666,10.0,13,9,2.0816659994661326,1.293342780733399,3,65,21.666666666666668,22.0,23,20,1.5275252316519463,-0.9352195295828319,3,37,12.333333333333334,11.0,16,10,3.214550253664318,1.5453925256950198,3,50,16.666666666666668,16.0,19,15,2.081665999466133,1.2933427807333908,3,19,6.333333333333333,7.0,8,4,2.081665999466133,-1.2933427807333953,3,7,2.3333333333333335,1.0,5,1,2.3094010767585034,1.732050807568877,2,68,22.666666666666668,23.0,24,21,1.5275252316519463,-0.9352195295828319,3,1.0
2011_1181_1214,2011,1.0,16.0,-15.0,1181_1214,0,0.0,0.0,0,0,-1.0,-1.0,1,32,32.0,32.0,32,32,-1.0,-1.0,1,60,60.0,60.0,60,60,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,55,55.0,55.0,55,55,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,3,3.0,3.0,3,3,-1.0,-1.0,1,7,7.0,7.0,7,7,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,2,2.0,2.0,2,2,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,1.0
2011_1199_1401,2011,10.0,7.0,3.0,1199_1401,0,0.0,0.0,0,0,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,43,43.0,43.0,43,43,-1.0,-1.0,1,4,4.0,4.0,4,4,-1.0,-1.0,1,15,15.0,15.0,15,15,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,20,20.0,20.0,20,20,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,29,29.0,29.0,29,29,-1.0,-1.0,1,14,14.0,14.0,14,14,-1.0,-1.0,1,13,13.0,13.0,13,13,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,10,10.0,10.0,10,10,-1.0,-1.0,1,17,17.0,17.0,17,17,-1.0,-1.0,1,16,16.0,16.0,16,16,-1.0,-1.0,1,51,51.0,51.0,51,51,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,25,25.0,25.0,25,25,-1.0,-1.0,1,9,9.0,9.0,9,9,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,21,21.0,21.0,21,21,-1.0,-1.0,1,12,12.0,12.0,12,12,-1.0,-1.0,1,11,11.0,11.0,11,11,-1.0,-1.0,1,6,6.0,6.0,6,6,-1.0,-1.0,1,1,1.0,1.0,1,1,-1.0,-1.0,1,19,19.0,19.0,19,19,-1.0,-1.0,1,1.0
2011_1206_1437,2011,8.0,9.0,-1.0,1206_1437,0,0.0,0.0,0,0,0.0,0.0,1,67,22.333333333333332,21.0,27,19,4.163331998932265,1.293342780733399,3,163,54.333333333333336,53.0,58,52,3.214550253664319,1.5453925256950147,3,24,8.0,8.0,12,4,4.0,0.0,3,66,22.0,25.0,27,14,7.0,-1.5743440233236154,3,56,18.666666666666668,18.0,23,15,4.041451884327381,0.7221086457211328,3,89,29.666666666666668,26.0,39,24,8.144527815247079,1.61529055985835,3,39,13.0,12.0,19,8,5.5677643628300215,0.7821521217295038,3,74,24.666666666666668,25.0,25,24,0.5773502691896263,-1.7320508075688956,2,38,12.666666666666666,12.0,17,9,4.041451884327381,0.7221086457211369,3,36,12.0,10.0,17,9,4.358898943540674,1.6300591617118865,3,14,4.666666666666667,5.0,6,3,1.5275252316519468,-0.9352195295828264,3,6,2.0,2.0,3,1,1.0,0.0,3,67,22.333333333333332,26.0,26,15,6.350852961085883,-1.732050807568876,2,62,20.666666666666668,19.0,24,19,2.886751345948129,1.7320508075688732,2,155,51.666666666666664,52.0,56,47,4.509249752822894,-0.3308318147058942,3,18,6.0,7.0,8,3,2.6457513110645907,-1.457862967321305,3,58,19.333333333333332,22.0,23,13,5.507570547286102,-1.6680336834432474,3,59,19.666666666666668,20.0,27,12,7.505553499465136,-0.19945783082154264,3,80,26.666666666666668,26.0,37,17,10.016652800877813,0.2981745522010503,3,26,8.666666666666666,8.0,10,8,1.1547005383792517,1.732050807568882,2,73,24.333333333333332,25.0,25,23,1.1547005383792517,-1.732050807568868,2,27,9.0,10.0,13,4,4.58257569495584,-0.9352195295828245,3,36,12.0,13.0,14,9,2.6457513110645907,-1.457862967321305,3,10,3.3333333333333335,3.0,5,2,1.5275252316519465,0.9352195295828237,3,8,2.6666666666666665,3.0,5,0,2.516611478423583,-0.5855827262813872,3,70,23.333333333333332,23.0,28,19,4.509249752822893,0.3308318147059011,3,1.0
2011_1228_1424,2011,9.0,8.0,1.0,1228_1424,0,0.0,0.0,0,0,0.0,0.0,1,128,25.6,26.0,28,22,2.6076809620810595,-0.5413870509510877,4,273,54.6,50.0,67,47,8.264381404557755,1.0025559952837535,4,26,5.2,6.0,7,3,1.6431676725154984,-0.5184205276797874,4,75,15.0,13.0,22,11,4.847679857416329,0.8558601830658074,4,82,16.4,15.0,33,7,10.08959860450355,1.4113233059437353,5,113,22.6,20.0,48,9,15.093044755780724,1.6018285892232287,5,49,9.8,10.0,15,5,3.7013511046643495,0.21298200186677432,5,139,27.8,26.0,36,24,4.8166378315169185,1.7477136008012293,5,68,13.6,12.0,21,11,4.219004621945797,2.029340690520577,4,75,15.0,15.0,19,11,3.5355339059327378,0.0,5,33,6.6,7.0,10,3,2.5099800796022267,-0.19604278777442374,4,25,5.0,5.0,9,2,2.7386127875258306,0.6085806194501846,5,92,18.4,18.0,22,14,3.209361307176242,-0.29948795306856973,5,111,22.2,21.0,30,16,5.06951674225463,0.7460476727083688,4,308,61.6,63.0,68,54,6.348228099241552,-0.31309414549024384,5,35,7.0,7.0,11,4,2.5495097567963922,0.9051513929454649,4,112,22.4,24.0,25,14,4.722287581247038,-2.173644407382908,3,68,13.6,13.0,22,9,4.979959839195493,1.610487142325676,4,98,19.6,18.0,30,15,6.024948132556827,1.860491765997595,5,73,14.6,17.0,21,8,5.412947441089743,-0.24968574900948587,4,113,22.6,22.0,30,17,4.722287581247039,0.8916785052566838,5,50,10.0,10.0,13,7,2.5495097567963922,0.0,5,70,14.0,15.0,17,9,3.1622776601683795,-1.1858541225631423,5,31,6.2,6.0,8,4,1.4832396974191324,-0.551618069288108,4,15,3.0,1.0,9,0,3.9370039370059056,1.106130138388756,4,103,20.6,19.0,36,10,9.6850400102426,1.0835958858709966,5,1.0
